_id,description,price,sqmprice,area,year
45003105,"Velbygget bolig med flot udsigt over Isefjorden samt Anneberg Skov!Nu har du mulighed for at erhverve dig denne idylliske beliggenhed blot ca. 50 meter fra både strand og skov. Fra alle rum i huset har du enten skøn udsigt over Isefjorden eller Anneberg Skov.Boligen er indrettet som følger: Entré med plads til overtøj. Fint badeværelse med gulvvarme. Åbent køkken/alrum/stue med gode lysindfald, flot udsigt til både Skov og Isefjorden samt udgang til delvist overdækket terrasse mod vest. Stuen har nogle pæne trægulve, hyggelig brændeovn samt 1. salen indeholder et stort opholdsrum med fantastisk fjordudsigt samt et soveværelse hvor du kan se over fjorden/mod Nykøbing Havn.Der er en hyggelig ugenert have med terrasse mod syd/vest og grunden måler 477 m2 (heraf 118 m2 vej).Udover de gode m2 i boligen er der et udhus på ca. 35 m2 der bruges som værksted/grovkøkken. Derudover er der udhus til opbevaring samt caport (ej reg. på BBR).Ring på 59 91 33 33 for fremvisning af denne skønne ejendom, hvor naturskønne oplevelser er lige ude for hoveddøren. Derudover er der indlagt fibernet.",1.575.000,1.528,83,1906
45003081,"Nu udbydes denne charmerende murermestervilla centralt beliggende i Nykøbing Sj.Her får du en præsentabel og velholdt villa i 1,5 plan tæt på alle byes herligheder og alligevel på rolig villavej. Boligens 118 m2 er pænt vedligeholdt og fremstår indflytningsklart. Planløsningen er som følger: Entré med trappe til 1. salen. Gang med udgang til fliseterrasse. Stort rummeligt badeværelse med bruseniche samt gulvvarme. Pænt delvist åbent køkken med god skabsplads samt gulvvarme. Rummelig og lys kombineret spise/opholdsstue. 1. salen indeholder 3 gode regulære værelser. Derudover er der et nyere anneks/værksted/kontorbygning på ansl. 30 m2 der er isoleret og opvarmes - her er der mange anvendelsesmuligheder!  Ejendommen har desuden en dejlig ugenert have på 764 m2.",1.495.000,2.122,118,1919
45003060,"Flot og veldisponeret 1-plansvilla med attraktiv beliggenhedPå en stille villavej på blind stikvej med gode stisystemer til skole, idrætshal, centrum, offentlig transport, skole og sandstrand finder vi H C Andersensvej 12.Grunden er pænt anlagt med gode solrige terrassearealer og indkørsel med plads til mange biler.Selve boligen er løbende blevet vedligeholdt og fremstår i dag indflytningsklart. Der er en særdeles effektiv planløsning der indeholder følgende: Pænt bryggers med god skabsplads samt grovvask og vaskemaskine/tørretumbler. Åbent pænt køkken med god skabsplads og alle hårde hvidevarer. Kombineret spisestue/opholdsstue med god udsigt over haven og udgang til den vestvendte terrasse. To fine værelser. Pænt badeværelse med bruseniche og gulvvarme. ""afdeling"" med særskilt indgang, et stort rum (tidligere to værelser) med mange anvendelsesmuligheder. Fint badeværelse med badekar og gulvvarme. Kom og oplev de mange gode m2 ved selvsyn.",2.095.000,2.222,130,1977
45902698,"Dejlig familievilla på eftertragtet beliggenhed, tæt på skole og fritidsaktiviteter...Lad boligjagten tage jer med til Nykøbing Sj, hvis I er på udkig efter hus og have i trygge omgivelser. Her kan I lige nu overtage en velholdt etplansvilla med nem og solrig have, og hele herligheden er beliggende i et skønt kvarter i det skønne Nykøbing Sj. Det er et fuldt udbygget og attraktivt villakvarter, der fremover vil danne ramme om jeres tilværelse.Hjemme på Johs Olsens Vej 8, bydes I velkommen af villaen, som i 1972 er opført i traditionelle mursten og med eternittag. Siden hen har ejendommen igennem årene gennemgået en delvis modernisering og fremstår nu med pænt køkken, lyst badeværelse og super lækker havestue. Foruden huset er der en carport med isoleret værksted og udhus/viktualierum. Fin græsplæne med flere hyggezoner indrammes af den grønne hæk, der støder op til stisystemet. Ejendommen opvarmes med fjernvarme samt el, og solceller på taget forsyner jer med forbrugs-el.Inden døre, folder boligen sig ud med ikke mindre end 160 velindrettede kvadratmeter i ét plan. En veldisponeret planløsning giver jer bl.a. et super praktisk bryggers med grovkøkken funktion, skabsplads samt vaskefaciliteter. Køkkenet præsenterer sig flot med lyse låger og rummet indbyder til nærvær under hverdagens madlavning. Køkkenet forenes med spisestue og opholdsstue/”pejsestue”, der er indrettet med gammel brændeovn og med adgang til den skønne havestue, med et fantastisk lysindfald og loft til kip. I tilknytning til opholdsstuen findes et godt værelse/kontor. Herudover findes stor fordelingsentré, der forbinder en separat værelsesafdeling. Her finder I 3 gode værelser, i selskab af badeværelse med bruseniche og toilet. Udenoms arealerne er helt fantastiske og haven er som skabt til familiehygge. Her kan man tænde bål og varme sig en kølig forårsaften. Fodre fisk i det lille bassin og dyrke grøntsager i drivhuset. Nykøbing Sj. og omegn er en dejlig base for folk i alle aldre, og byen står til rådighed med alt, hvad I har brug for i det daglige; her er både skole, pasningstilbud, sportshal, spisesteder og gode handlemuligheder. Nykøbing Sj. placerer sig i Odsherred med den smukkeste kyststrækning og man har derfor let adgang til hav og strand. Området har meget at byde på, herunder en skøn natur med let adgang. Man skal ikke langt uden for byskiltet før åbne marker og landlig idyl er at finde så langt øjet rækker.Kort fortalt, en dejlig boligpakke, der vil tiltrække såvel det unge par, som endnu ikke har stiftet familie, som børnefamilien.",1.595.000,2.645,160,1972
45003062,"Meget centralt i gåafstand fra byen, offentlig transport mm. finder vi Kildestræde 40. Foruden sin gode beliggenhed byder boligen på en god planløsning med gode store og lyse rum.Boligen måler 123 m2 jf. BBR og er indrettet således: Entré med plads til overtøjet og adgang til 1. salen. Et fint værelse med skabe. Stor stue/spisestue med godt udsyn over haven. Køkken med udgang til bryggers, hvorfra der er videre adgang til haven. God størrelse badeværelse. 1. salen er pt. indrettet som en stor stue med udsyn over byen samt et regulært værelse. Haven byder på en fliseterrasse hvor du rigtig kan nyde aftensolen samt græsplæne. Derudover er der en 20 m2 stor garage jf. BBR med mange anvendelsesmuligheder.",995.000,1.648,123,1882
45002750,"I Nykøbing Sjælland kan I nu bosætte jer på en lukket vej nær dagligdagens behov og byens liv. Boligen rummer 72 m2 og er løbende blevet vedligeholdt så den i dag fremstår indflytningsklar. Ejendommen er beliggende i et roligt kvarter tæt på hverdagens gøremål, idet i finder station, gågade samt indkøb i gåafstand fra ejendommen. Huset indeholder følgende: Entré. Badeværelse med bruseniche. Fint soveværelse. Stort køkken i lyse elementer og med god skabsplads samt diverse hårde hvidevarer. Stor rummelig stue - evt. oplagt mulighed for at lave et yderligere værelse. Stuen indeholder hyggelig brændeovn og har udgang til overdækket terrasse hvorfra der er vdere adgang til et disponibelt rum. Grunden måler 502 m2 og er overskuelig med gode solrige terrassearealer mod syd/vest samt græsplæne.Derudover er der fin garage samt disponibelt rum med mange anvendelsesmuligheder.Ydermere har du flotte naturskønne oplevelser i kort afstand fra ejendommen i form af lystbådehavnen, fredsskoven, Grønnehave Skov samt Ringholm/Hov Vig naturreservat.",895.000,1.668,72,1951
45003077,"Velkommen til Klintvej 137. Her har du en unik mulighed, hvis du leder efter en moderne landejendom, som er særdeles velegnet til dyrehold på de godt og vel 3,5 hektar jord. Vi glæder os til at byde jer velkommen indenfor og vise jer de fantastiske omgivelser. Hovedhuset er opført i 2008 og er placeret på den idylliske 36.114 m2 store grund i landlige omgivelser, hvor det oprindelige hovedhus fra 1905 er bygget om til stald med 5 hestebokse. Sælger har nemlig i dag heste, og nyder godt af de mange muligheder denne ejendom tilbyder. Her er ligeledes løsdrift, ridebane og gode folde. Ydermere har man en anden oprindelig staldbygning, som i dag bliver brugt til opbevaring. I hovedhuset har man 190 m2 med en genial planløsning i 1 plan med gode moderne materialevalg. Her er gulvvarme fra ejendommens jordvarmeanlæg således huset er billigt at opvarme. Fra den fuldmurede dobbeltcarport, som er en integreret del af huset, har man 2 indgange. En bryggersindgang samt en gæsteindgang. I det klinkebelagte bryggers er der vaskesøjle, grovvask og masser af skabsplads. Herfra videre adgang til fordelingsgang til 2 af husets soveværelser samt badeværelse med kar og bruseniche. Køkkenalrum/stue med loft til kip samt de gennemgående lysindfald skal opleves. Fra køkken/alrum kan du se hen til stalden. Her har man en beroligende udsigt til de åbne marker mod syd, og direkte udgang til en overdækket terrasse mod syd, og en terrasse mod nord fra køkkenet, hvor man om sommeren kan nyde de sidste timer i aftensol. Forældreafdelingen helt idéel indrettet med et stort kontor, soveværelse med garderobegang/walkthrough closet til eget badeværelse. Man har endvidere et praktisk viktualierum i huset samt stort loftrum til opbevaring, hvis ikke de store staldbygninger skulle være nok. På Klintvej 137 er du beliggende i yderkanten af Klint, hvor man har 10 minutters kørsel til Nykøbing, hvor man blandt andet har en hyggelig gågade og masser af handelsmuligheder. Det som i særdeleshed skal fremhæves på denne beliggenhed, er den korte gåtur til Sonnerup Skov (via små veje og stier) samt Kattegat. Her kan utallige timer i den smukke natur nydes, hvad end du er til skov eller vand. Sælger har nydt rigtig godt af den korte afstand til skoven på ryggen af en hest, hvilket vil være helt oplagt at bruge, hvis man søger et landsted med hestehold. Hvis ikke det er heste, er der naturligvis masser af andre muligheder på Klintvej 137, hvor man har masser af tid til at nyde omgivelserne, dyrene, livet i ro og mag.Lyder det som en interessant ejendom, så ring på 5991333 og bestil en fremvisning allerede i dag.",4.495.000,3.520,190,2008
43103438,"Ejendommen ligger i det rolige Lumsås, hvor der er korte afstande til både skov og strand. Arbejder I hos Lundbeck, tager det få minutter at gå på arbejde. Her får parret en indretningsvenlig bolig med fibernet, hvor I kan arbejde hjemmefra, mens I nyder udsigten til Sejerø Bugt, som I har frit udsyn til. Villaen appellerer også til køberen, der er på udkig efter en flexbolig. Boligen er i ét plan og med tre værelser, der kan indrettes til soveværelse, kontor og hobbyrum. Stuen har en god størrelse og en hyggelig brændeovn, mens varmepumpen også leverer en god varme. Køkkenet er funktionelt og rummeligt, og kan med fordel moderniseres, så I får det akkurat, som I vil have det. Badeværelset er ligeledes funktionelt, og med mulighed for at sætte jeres eget præg.Haven er jeres blanke lærred, som I kan udfylde med alt fra terrasse på bagsiden af huset, så den ligger i læ og med mulighed for at fange morgensolen. I kan også indrette et hyggeligt gårdmiljø med krukker og grillhjørne, hvor I har udsigt til skoven. Alt sammen i fredelige og uforstyrrede rammer.Lumsås er en hyggelig landsby med gadekær, kirke og kort til stranden. I kan gå til REMA 1000 og ishuset på få minutter. Større indkøb kan I foretage i Nykøbing, der ligger omtrent ti kilometer fra hjemmet. Køreturen til Odden er på 12 kilometer. Ellers er der ikke mange kilometer til de mange tilbud, som Odsherred har at byde på. Om det er golfbaner, Sommerland Sjælland sammen med børnebørnene eller hyggelige gårdbutikker.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",845.000,1.856,95,1877
45700360,"Udsigtsvilla med flex-boligtilladelse på ""toppen af Odsherred"" med fantastisk udsigt til vandet...Vi har hermed fornøjelse at udbyde dette spændende hus på Oddenvej 208 til salg. Huset fremstår i yderst charmerende stil, men er løbende blevet moderniseret og ombygget, så det i dag fremstår som en moderne bolig med god komfort. Huset har bevaret alle de fine detaljer som dannebrossvindue og pudsede facader. Huset opvarmes med økonomisk varmepumpe og brændeovn og har termovinduer. Huset ligger på en 1.007 m2 stor grund lige ud til marker og med en flot udsigt til Sejerøbugten.Huset ligger i fredelige Lumsås - en hyggelig landsby, der har et aktivt foreningsliv, men som også byder på fred og ro. Nærheden til skoven og en fantastisk god badestrand, gør både sommer og vinter rig på naturoplevelser. Fra huset tager det 8 min. på cykel til dejlig badestrand ved enten Kattegat eller Sejerøbugten. I Lumsaas finder man en stor Rema1000, flere gode gårdbutikker med friske grøntsager samt æg og i sommerhalvåret kan man gå på antik-jagt i den lokale store antikbutik eller nyde en isvaffel eller en god kop kaffe fra Ishuset ved byens gadekær. Handelsbyen Nykøbing Sjælland når man på 10 min. Her er rigtig gode busforbindelser til skole og station og nærheden til den nye rute 21 gør at man kan være i Holbæk på ca. 30 min., Roskilde på ca. 50 min og Storkøbenhavn på ca. en time.Vi byder velkommen i entré med adgang til husets flotte flisebadeværelse og til den hyggelige stue i delvis åben forbindelse med huset pæne køkken. Herudover finder vi i stueplan et godt soveværelse. På husets 1. sal får man hele den fantastiske udsigt over Sejerøbugten. Den hyggelige stue har udgang til stor balkon med endnu flottere udsigt over det smukke landskab og vandet. Fra stuen er der desuden adgang til endnu et soveværelse med et flot kig ind i bugten. Udsigten i dette hus bliver man aldrig træt af og lyset her er noget helt særligt. Til huset findes desuden et rigtig godt muret udhus, der fremstår med nyt tag og i pæn og hvidmalet stand. Haven er primært placereret bag huset og rummer rig mulighed for at etablere gode hyggekroge og evt. køkkenhave.Vi glæder os til at byde velkommen på Oddenvej 208….",775.000,1.426,84,1908
45902658,"Velkommen til Damgården - en spændende ejendom lige midt i den hyggelige landsby Lumsås. Her er et utal af muligheder for plads er der rigeligt af - både inde og ude. Her er selvfølgelig plads til at holde heste, høns, får eller andre hobbydyr, men drømmer man om eget værksted, galleri, gårdbutik eller bed and beakfast - ja mulighederne er uanede. Ejendommen står i meget flot stand med det flotte gule hovedhus, der har nyere tag og termovinduer og de store stald- og ladebygninger i røde sten og pudsede facader - ""en rigtig dansk bondegård"". På markerne går hestene pt. og græsser, men udover hestefolde får man en kæmpe køkkenhave samt en flot og velplejet prydhave med gamle frugttræer. Vi byder indenfor i det store fine hovedhus fra 1870 i pæn entré med trappe til 1. sal og adgang til gæstetoilet. Herfra går vi videre til den store fine stue med den flotte udsigt til byens gadekær og kirken. Den store dagligstue finder vi med flot kig til haven og udgang til udestue og herfra videre til haven. Her får man et rigtig landkøkken med hyggelig spisekrog, hvor der sikkert er blevet fortalt mange gode røverhistorier og viktualierum, så her kan man fylde forrådskammeret op fra den bugende køkkenhave og frugttræer. Husets badeværelse er holdt i pæne hvide fliser og byder på stor bruseniche og pænt hvide vaskearrangement. Fra køkkenet finder man baggangen med endnu en trappe til 1. sal samt husets fyrrum med kombifyr. 1. sal byder på 3 gode soveværelser - det ene med hyggelig alkove og kvist, en repos og hyggelig tv-stue samt fordelingsgang med et utal af indbyggede skabe. Huset er meget stort, men meget hyggeligt.På turen gennem stald- og ladebygningerne passere vi en god garage med værksted og trappe til stor loftrum, hønsestald, stor lade med meget højt til loftet samt lille gårdbutik, hvor nuværende ejer har haft et meget fornuftigt gårdsalg af frugt og grøntsager samt æg fra egne høns. På den anden side af vognporten finder vi en stor stald, som pt. kun benyttes til opbevaring - her er mulighederne for at indrette et galleri eller lignende for lysinfaldet her er så godt. Herfra går man gennem halmladen til hestestalden med 2 store bokse og en række spiltoug samt godt sadel- og foderrum. Hestestalden er af ældre dato og garanteres ikke at opfylde de nye regler for hestehold. Vi slutter af på den store flotte gårdsplads, hvor man tydeligt kan fornemme at Damgården skam ikke har været helt uden betydning for Lumsås' historie.Her i Lumsås har man det bedste af mange ting - om sommeren er her et mylder af glade sommerhusgæster, der handler antik hos genboen eller køber is i ishuset og om vinteren har man freden og roen. Byen er er så godt placeret i forhold til den smukke udsigt til vand på begge sider, men også med nærheden til rute 21 - med deraf følgende god infrastruktur mod Holbæk, Roskilde og København. Derudover har denne lille landsby en stor Rema1000 der flere gange er kåret til Sjællands bedste og altid står flot og indbydende - og med kundevenlige åbningstider fra kl. 8-21. Fra ejendommen er der kort til skønne badestrande ved både Sejerøbugten og Kattegat - det er bare op på cyklen og afsted. Tillige når man hurtigt Sonnerup skov på cykel eller hesteryg - skoven er statsskov og ridning er derfor tilladt i hele skoven.Ejendommen fremvises kun efterforudgående aftale og vi glæder os til at lukke for for dine drømme i denne spændende ejendom.",2.320.000,3.725,192,1870
45002978,"OBS: Dette er et projektsalg og boligen er derfor under opførelse. Aftaler om fremvisning foregår via ejendomsmægle EDC Lars Andersen på 59 91 33 33 eller 450@edc.dkHer er tale om et halvt dobbelthus på 84 m2 med en central beliggenhed i Nykøbing Sj. Centrum i gåafstand fra indkøb, offentlig transport, gågaden, skole mm. Boligen bliver opført i 2022 af en lokal håndværker Per Johansen Byg. Illustrationerne er til inspiration og køber skal derfor kunne tåle ændringer i indretningen. Der henvises til materialebeskrivelse som kan udleveres af ejendomsmægler. Du har selv mulighed for at påvirke en del af de indvendige materialer, såsom gulve mm. Køkken og skabe er fra HTH. Du får et lavenergihus med gulvvarme i hele boligen.Der bliver en skøn vestvendt terrasse og en lille fin have.Indretningen bliver således: Entré. Fint bryggers med håndvask samt vaskesøjle og skabe. Badeværelse med wc, håndvask, skabsplads samt bruseniche. Dejlig rummeligt køkken/alrum/stue med gode lysindfald samt udgang til terrasse. Et fint soveværelse med skabsplads samt et yderligere værelse/kontor på ca. 8 m2.",1.545.000,2.352,84,2022
45003043,"Flot 1½ plans villa, med en central beliggenhed.  Huset fremstår særdeles velholdt og er indflytningsklart.  Huset  er beliggende på en 1.157 kvm. stor grund med pæne flisearealer samt varieret beplantning.Huset rummer 111 m2 bolig samt en skøn integreret garagebygning på 48 m2 jv. BBR der har MANGE anvendelsesmuligheder. Den bliver pt. anvendt som gildesal/slyngelstue.Boligen er indrettet som følger: Flot bryggers med vaskemaskine og tørretumbler.  Pænt gæstetoilet. Flot badeværelse med toilet og brus. Stort køkken/Alrum med hyggelig spiseplads. Hyggelig stue med brændeovn samt udgang til haven.1. SALEN: Stor repos. Soveværelse. Stort soveværelse som evt. kan deles til to. Lille kælder.Alt i alt en rigtig god ejendom. Der skal ses og opleves!",1.295.000,2.164,111,1928
50303116,"På denne skønne beliggenhed i Skibhuskvarteret udbyddes denne store villa til køberen, der ønsker mange kvadratmeter, og mange muligheder. Rent faktisk, er sælger også meget indstillet på at kunne lave eventuelle ændringer, en kommende køber måtte ønske inden overtagelse. Der er derfor en ekstraordinær god mulighed, for at få huset som man selv ønsker. Endvidere skal det fremhæves, at hele herligheden opvarmes med én af danmarks billigste varmekilder, fra fjernvarme fyn. Husets kælder er endvidere ideel til kørestolsbrugere eller folk med særlige behov for ikke at skulle på trapper, da denne er med direkte adgang fra husets have. Selvom den gode, bynære adresse i Skibhuskvarteret er et uomgængeligt aktiv for denne bolig, så fortæller den attraktive beliggenhed ikke hele historien. Tværtimod ville det kræve lidt af en murstensroman at beskrive de mange små og store forandringer, som murermestervillaen har gennemgået de sidste par år, inden den i dag fremstår indflytningsklar og spændende indrettet med to gode enheder én bolig og én disponibel i boligkvalitet.Generationskløften bliver efterhånden mindre, og vi oplever stigende efterspørgsel på delevenlige boliger, som har plads til hele familiedynastiet med børn, forældre og bedsteforældre. Den slags boliger hænger ikke på træerne. I hvert fald ikke, når postnummeret hedder 5000 C. Den ekstra lejlighed vil også egne sig glimrende til liberalt erhverv, og derfor er der al mulig grund til at lægge vejen forbi Billesgade 29.Den oprindelige del af ejendommen er en charmerende murermestervilla fra 1929, mens tilbygningen blev opført i slutningen af 90’erne. De to bygningsdele passer heldigvis godt sammen – så godt at de rå, røde mursten sagtens kan bære udtrykket.Boligen nyder godt af de omfattende renoveringer, som foruden de mere æstetiske tiltag også tæller funktionelle opgraderinger af huset. Næsten alle VVS- og elinstallationer er skiftet i 2021, og tilsvarende er de fleste gulve enten slebet, behandlet eller simpelthen lagt på ny. Køkkener, badeværelser og deslige er naturligvis også nye, så I har masser at glæde jer til.Indretningsmæssigt er ejendommen tilpasset det let skrånende terræn, og de respektive enheder udnytter hver især kvadratmeterne på forbilledlig vis. I får dermed dobbelt op på køkken-alrum, stuer samt gæstetoiletter og badeværelser. Her er ligeledes godt med reelle værelser, og disse suppleres af den gode portion disponible rum, som ligger i kælderen i den oprindelige villa.Beliggenhedens mange fordele åbenbarer sig lige ude på fortovet. For selvom adressen er central, er det en helt igennem hyggelig og rolig villavej, I flytter ind på. Afstandene til de relevante fornødenheder kan tælles i meter, og I får dermed både institutioner, skoler og supermarkeder inden for bemærkelsesværdig kort afstand. Selve Skibhusvej er bydelens hovedåre, ligesom de gamle gader i Odenses historiske centrum ligger i en afstand, der kan klares til fods.",4.995.000,2.812,179,1927
50303409,"Helt i tråd med husets charmerende byggestil er denne murermestervilla renoveret med et øje for både elegante løsninger og flotte, rustikke materialer. Og det samlede billede bliver endda kun endnu bedre, når I finder boligen og den tilhørende have lige i hjertet af Skibhuskvarteret.En murermestervilla er ikke bare en murermestervilla, og byggestilen nåede at gennemgå et væld af forskellige inkarnationer. Huset her er fra 1907 og hører således til de tidligste og mest ornamenterede af sin slags. Udadtil er bygningen således prydet af gavlkviste, gesimser og tiltag, der signalerer høj håndværksmæssig kunnen, mens nye døre og vinduer i 00’erne, hulmursisolering samt omfugning af sydgavlen i 2015 vidner om et flot, løbende vedligehold.De indre rammer tæller boligen, der udfolder sig i halvandet plan, og som dertil har følgeskab af 32 m2 i kælderen. Samlet set er pladsen godt udnyttet, og i alt har I fire værelser, hvoraf de tre ligger på første sal, mens det enlige i stueplan potentielt kan blive et glimrende hjemmekontor. Ligeledes i stueplan får I køkken-alrum og stue i åben forbindelse, og her træder boligen for alvor i karakter.Køkkenet er nemlig lækkert udført med træbordplader, fyldningslåger og køkkenø, mens stuen med sin hyggelige brændeovn sætter trumf på den attraktive rumfornemmelse. Ved entréen ligger badeværelset, og her finder I også trappen, der skaber forbindelse til første sal og til kælderen, som har egen indgang og byder på et par nyttige disponible rum – herunder et praktisk vaskerum.En solrig, privat have i postnummer 5000 står højt på manges ønskeseddel. På Carl Lunds Vej 53 er pladsen desuden god, så I får både terrasser, frugttræer og en grøn plæne. Også de umiddelbare omgivelser er grønne, og blandt andet ligger Skibhusskoven ikke mere end 750 meter herfra. Nærmeste børnehave finder I lige rundt om hjørnet på Monbergsvej, mens kvarteret selvfølgelig også er leveringsdygtigt i gode skoler til de lidt større børn. Endelig ligger Odenses historiske bykerne ikke længere væk end en cykeltur på fem minutter.Hos EDC Skibhus står vi hellere end gerne for en fremvisning. Kontakt os på 6611 6411 for at høre nærmere.",2.495.000,1.871,104,1907
50203094,"Boligen er perfekt til dig, der søger en charmerende bolig i smukke omgivelser, et roligt kvarter og samtidigt centralt i city. Gerthasminde byder på rig mulighed for at nyde kvarterets flotte arkitektur, den skønne nærliggende natur, gå en dejlig tur i Ansgar anlæg eller i Munke Mose, som ligger lige rundt om hjørnet. Boligen her giver det perfekte sammenspil af at bo i et hyggeligt og idyllisk kvarter, men med city helt tæt på. Således er der kort afstand til banegården, flere gode skoler, daginstitutioner mv. Derudover er shoppingmuligheder, cafebesøg og kulturliv indenfor gåafstand fra boligen.Boligen indeholder: Entré med rig mulighed for opbevaring af overtøj. I forskudt plan findes et rummeligt og lyst køkkenalrum med plads til hele familien. Fra entréen er der også adgang til et gæstetoilet med både vaskemaskine og tørretumbler samt plads til etablering af bad, hvis det ønskes.Videre fra entréen er indgang til to rummelige stuer en suite med et dejligt naturligt lysindfald fra de mange vinduespartier. Fra de hyggelige stuer er der udgang til en skøn træterrasse i niveau samt videre adgang til den ugenerte, lukkede gårdhave, der er nem at vedligeholde. Fra entréen er der trappe til både 1. sal og kælder. Førstesalen har en charmerende repos med indgang til 3 lyse værelser i varierende størrelse. Ligeledes findes her et tilhørende lækkert og renoveret badeværelse med lyst inventar og bruseniche.Fra entréen er der adgang til praktisk kælder med god loftshøjde. Her findes 3 disponible rum med rig mulighed for slyngelstue, viktualierum, værksted eller hvad man ellers går og drømmer om. Fra kælderen er der udgang til haven.Til boligen hører en præsentabel og nemt anlagt forhave med indkørsel til garage samt en helt utroligt charmerende gårdhave. Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",5.500.000,2.416,151,1931
50005114,"EDC Åløkken Ejerlejlighedsafdelingen har nu fornøjelsen af at udbyde denne flotte 2-værelses ejerlejlighed som er istandsat i 2021 med nyt køkken, el, badeværelse, samt fuldspartlede og filtede vægge.Ejendommen hvor lejligheden er placeret gennemgik en større renovering af både tag,kviste og vinduer i 2008.Lejligheden er beliggende nær grønne områder, det attraktive Skibhuskvarter, få minutter fra Odense centrums gågadenet, og gåafstand til Odense Banegård, indkøb og specialbutikkerne på Skibhusvej. Derudover er der få minutter til det pulserende liv på Odense Havn.Selve lejligheden fremstår indflytningsklar, med pæne behandlede trægulve og det mest fantastiske lysindfald.Lejligheden indeholder en rummelig entré med plads til sko og overtøj i indbygget skab. Et meget charmerende lyst køkken fra 2021 med udkig til den flotteste have i kvarteret. En stor stue med plads til både stort spisebord og sofaarrangement. Et badeværelse istandsat i 2021 med brus, flot terrazzogulv og vindue til udluftning. Afslutningsvis et rummeligt soveværelse med plads til både dobbeltseng, skabe og skrivebord, placeret ekstraordinært roligt med den hyggelige have.Til lejligheden er der eget kælderrum samt fælles vaskeri med egen vaskemaskine, og den føromtalte flotteste have i kvarteret, kan nydes så meget, som det lyster.En sund og velfungerende ejerforening.Vi fremviser alle ugens dage og glæder os til at høre fra dig.Ved du hvor meget din bolig er værd ? Få et gratis EDC Salgstjek - Ring på tlf. 66 14 91 43.Få en gratis forhåndsgodkendelse. så du kender det prisniveau, du vil blive godkendt til at købe ny bolig for. Vi laver din forhåndsgodkendelse i løbet af ganske kort tid, du skal blot kontakte os på tlf. 66 14 91 43.",,70.000,59,1943
51105605,"I et af byens absolut hyggeligste kvarterer, har vi nu fornøjelse af at udbyde dette skønne byhus.Huset ligger med kun få meter til både byens pulserende liv, med alle dens kulinariske og kulturelle tilbud, hvor du så snart du er ude af døren, kan spadsere langs Odense Å, hoppe på letbanen eller nyde de gamle charmerende byhuse i kvarteret.Du bydes velkommen i den klinkebelagte entré, der går gennem hele huset og ud til gårdhaven og den solbeskinnede baghave, hvor byens leben pludselig forstummer, og fuglekvidderen er det eneste der høres.Stueetagen er pt. indrettet som en lejlighed, med eget køkken og badeværelse, ideelt til udslusning af teenageren, udlejning eller gæsteafdeling. Men den kan nemt deles op i flere store værelser med separate indgange, indrettes til kontor el. lign. Gennem den flotte opgangstrappe bringes du op på 1. salen, der er husets hjerte. Her finder du husets spisestue, der er i åben forbindelse med dagligstuen. Højt til loftet, flotte plankegulve og moderne stil præger etagen, der har naturligt lysindfald fra flere verdenshjørner. I forbindelse med spisestuen findes et nydeligt og tidsløst Kvik-køkken, hvor de kulinariske evner kan udfoldes, hvis du ikke vil gøre brug af en af byens nærliggende spisesteder. Fra køkkenet er tillige adgang til ekstra rum, med et væld af anvendelsesmuligheder, hvad enten du ønsker en spisestue ekstra, viktualierum, udvidelse af køkkenet el. lign. Slutteligt findes på 1. salen endnu et badeværelse.2. salen rummer to store soveværelser, der tidligere har været opdelt i mindre, så skulle behovet være der, vil dette kunne etableres igen. Derudover findes på 2. salen et ekstra gæstetoilet, så du har et på hver etage.Fra den omkransede gårdhave har du adgang til yderligere to disponible rum, der kan benyttes til vaskerum/bryggers/opbevaring, samt nydeligt udhus til haveredskaber, krea-rum, haveredskaber etc. Baghaven er i et kapitel for sig, omkranset af de omkringliggende charmerende haver, med hyggelig aftenterrasse hvor dagens sidste solstråler kan nydes, men med en størrelse der gør, at ligegyldigt om det er morgen eller aften, kan du altid fange solen, når blot den danske sommer viser sig fra sin bedre side.",6.495.000,2.025,187,1879
